name,description,killed,year,duration,country
,"Burundi (with intervention by Rwanda), 1962-63",1000,1962,1,Burundi
,"Cyprus (with intervention by Britain and UN forces), 1963-64",1000,1963,1,Cyprus
,"Guatamala, 1970-71",1000,1970,1,Guatemala
,"Brazil (rightists), 1980",1000,1980,0,Brazil
,"Nigeria, 1984",1000,1984,0,Nigeria
,"Burundi, 1990-92",1000,1990,2,Burundi
,"Georgia, 1991-93",1000,1991,2,Georgia
Savoyard Invasion of Switzerland,"Savoy, Spain-Geneva, 1602",900,1602,0,Savoy
Decembrist Revolt,"Russia, 1825-26",900,1825,1,Russia
Genocide of Ache Indians,"Paraguay, 1962-72 G",900,1962,10,Paraguay
,"China (Guizhou), 1433",800,1433,0,China
Novgorod Expedition of Ivan III,"Muscovy, Pskov, Tver-Novgorod, 1477-78",800,1477,1,Muscovy
,"Muscovy-Kazan Tartars, 1478",800,1478,0,Muscovy
,"Muscovy-Kazan Tartars, 1480",800,1480,0,Muscovy
Mad War,"France (Orleans, Brittany), 1485-91",800,1485,6,France
,"China (Gansu, Liaoning), 1495",800,1495,0,China
,"Muscovy-Kazan Tartars, 1496-97",800,1496,1,Muscovy
,"Japan (warlords in Hiroshima ken), 1541",800,1541,0,Japan
Fifth Huguenot War,"France (Huguenots), 1574-76",800,1574,2,France
,"China-Japanese pirates (Zhejiang, Guangdong), 1574",800,1574,0,China
Sixth Huguenot War,"France (Huguenots), 1577",800,1577,0,France
Seventh Huguenot War,"France (Huguenots), 1580",800,1580,0,France
Second Bearnese Revolt,"France (Huguenots), 1625-26",800,1625,1,France
,"Russia-Chukchi (eastern Siberia), 1729-31",800,1729,2,Russia
,"United Provinces, Tamils-Kandy (Sri Lanka), 1761-65",800,1761,4,United Provinces
,"France-Morocco, 1893-94",800,1893,1,France
,"Turkey-Albania, 1910",800,1910,0,Turkey
,"Ecuador (Quito), 1932",800,1932,0,Ecuador
Arundel's Rebellion ?,"England (Cornwall), 1549-50",750,1549,1,England
,"China (minority in Liaoning), 1580",750,1580,0,China
,"Poland-Crimean Tartars, 1605",750,1605,0,Poland
Sepoy Revolt,"Britain-Bengalis, 1806",750,1806,0,United_Kingdom
,"Britain-India, 1908",750,1908,0,United_Kingdom
,"Russia-Yakuts, 1921-22",726,1921,1,Russia
,"China (Sichuan, Shanxi), 1509-11",700,1509,2,China
,"India (Shiku religion rebellion), 1710-18",700,1710,8,India
,"France, Britain, Spain-Portugal, 1834",700,1834,0,France
Second LaPlata War,"Uruguay (with intervention by Argentina, France, Britain, Brazil, Paraguay), 1842-51",700,1842,9,Uruguay
,"China (Sichuan), 1546-47",693,1546,1,China
,"Russia-Dahurs, Juchers, Manchus (Amur), 1650-51",686,1650,1,Russia
,"China (Hebei, Liaoning, Shanxi), 1568-72",640,1568,4,China
,"Poland-Crimean Tartars, 1506",600,1506,0,Poland
,"(Poland-Lithuania) (Khmelnitzky)-Crimean Tartars, 1534",600,1534,0,(Poland-Lithuania)
,"Poland-Knights of Livonia, 1556-57",600,1556,1,Poland
,"Poland-Crimean Tartars, 1569",600,1569,0,Poland
,"Japan (warlords in Takaamakami ), 1580-82",600,1580,2,Japan
,"France-China, 1862-64",600,1862,2,France
,"Britain-Jamaica, 1865",600,1865,0,United_Kingdom
Occupation of Papal States,"Italy-Papal States, 1870",600,1870,0,Italy
,"USA-Moros (Mindanao, Philippines), 1901-06",600,1901,5,United_States
,"France-Syria, Lebanon (with British intervention), 1945",600,1945,0,France
,"China (Guangdong), 1556",550,1556,0,China
,"Brandenburg-Poland, 1655-56",540,1655,1,Brandenburg
,"China (Shenxi), 1459",500,1459,0,China
Insurrection of Morisco,"Spain (Morisco), 1501",500,1501,0,Spain
,"China (Hunan, Jiangxi), 1515",500,1515,0,China
,"England (Ireland), 1534-36",500,1534,2,England
,"China (Fujian, Jiangxi), 1560-61",500,1560,1,China
,"Portugal-Brazil, 1822-23",500,1822,1,Portugal
,"Muscat (Oman)-Zanzibar, 1829-30",500,1829,1,Muscat
Turner's rebellion,"USA (slaves), 1831",500,1831,0,United_States
,"Muscat (Oman)-Zanzibar, 1833",500,1833,0,Muscat
,"Britain, Hottentots, Boers-Kaffirs, 1834-1835",500,1834,1,United_Kingdom
,"Italy-Eritrea, 1882-89",500,1882,7,Italy
,"Britain-northern Nigeria (Hausa Muslims, Sokoto, Kano), 1903",500,1903,0,United_Kingdom
,"Morocco (South Morocco), 1912-13",500,1912,1,Morocco
,"Germany-Czechoslovakia, 1938-39",500,1938,1,Germany
,"Egypt, 1952",500,1952,0,Egypt
,"Tunisia-France, 1961",500,1961,0,Tunisia
,"United States (race conflict), 1963-71",500,1963,8,United_States
,"Czechoslovakia-Warsaw Pact, 1968",500,1968,0,Czechoslovakia
,"China (Qinghai), 1425",480,1425,0,China
War of the Civil League,"France (nobles, with intervention by Burgundy, Brittany), 1465-66",480,1465,1,France
,"Poland (Gaidamacks in Ukraine), 1768-69",460,1768,1,Poland
,"China (Ningxia), 1540",440,1540,0,China
,"China-Tartars (Shanxi, Inner Mongolia), 1480",430,1480,0,China
,"China-Tartars (Hebei, Shanxi, Ningxia), 1514-17",400,1514,3,Tartars
,"China (Henan), 1553",400,1553,0,China
Northern Rebellion,"England (Catholic lords of the north), 1569-70",400,1569,1,England
,"Savoy-France, 1588",400,1588,0,Savoy
First Bishop's War,"England (Scotland), 1639",400,1639,0,England
Second Bishop's War,"England (Scotland), 1640",400,1640,0,England
,"Argentina, 1828-31",400,1828,3,Argentina
,"Chile, 1829-30",400,1829,1,Chile
,"Britain-Khelat (India), 1839",400,1839,0,United_Kingdom
Expedition to Calabria,"Italy (Garibaldians), 1862",400,1862,0,Italy
,"Britain-Ashanti (Ghana), 1863-64",400,1863,1,United_Kingdom
,"USA-Sioux, 1890-91",400,1890,1,United_States
,"France-Sudan, 1890-94",400,1890,4,France
,"France-Tonkinese, 1894",400,1894,0,France
Fourth Ashanti War,"Britain-Ashantis (Ghana), 1895-96",400,1895,1,United_Kingdom
,"Russia (Petrograd), 1917",400,1917,0,Russia
Amritsar Massacre,"Britain-Punjabis (Amritsar), 1919",400,1919,0,United_Kingdom
,"China (Gansu), 1472",350,1472,0,China
,"China (Gansu), 1473",350,1473,0,China
,"China (Guangxi), 1527",350,1527,0,China
,"Liberia, 1997-",350,1997,,Liberia
,"Powhatans-British settlers (Virginia), 1622",347,1622,0,Powhatans
,"Russia-Koraks (Kamchatka), 1745-56",340,1745,11,Russia
,"Britain-Dutch (Bengal), 1759",330,1759,0,United_Kingdom
Revolt of the Percys,"England, 1403",300,1403,0,England
Conspiracy of Scrope,"England (York and Nottingham), 1405",300,1405,0,England
Northumberland's Rebellion,"England, 1408",300,1408,0,England
,"China (Yao in Guangxi and Guangdong), 1459",300,1459,0,China
,"China (Ningxia), 1527",300,1527,0,China
,"Poland (intervention in Wallachia), 1552",300,1552,0,Poland
,"England-American colonists (North Carolina), 1771",300,1771,0,England
War of Bavarian Succession,"Prussia, Bavaria-Austria, Saxony, 1778-79",300,1778,1,Prussia
,"Somalia-Ethiopia, 1963-68",300,1963,5,Somalia
,"Zaire, 1967",300,1967,0,Zaire
,"Angola, 1992-95",300,1992,3,Angola
French and Indian War (Seven Years' War),"Britain-France (North America), 1754-60",290,1754,6,United_Kingdom
,"Portugal-Imbangala (Angola), 1645",260,1645,0,Portugal
,"Portugal-Kenya (muslims), 1631-32",250,1631,1,Portugal
,"Indonesia-East Timor, 1991",250,1991,0,Indonesia
,"Soviet Union (Azerbaijan), 1990",214,1990,0,Union_of_Soviet_Socialist_Republics
,"France-Burgundy, 1468",200,1468,0,France
,"China-Tartars (Hebei, Ningxia), 1527",200,1527,0,China
,"China (Liaoning), 1544-45",200,1544,1,China
,"China (Guangdong), 1572",200,1572,0,China
,"China (Tartars in Liaoning), 1594",200,1594,0,China
Nu-Pied Rebellion,"France (Normandy), 1639",200,1639,0,France
Amur Expedition,"Russia-China (Amur), 1689",200,1689,0,Russia
,"Portugal (with intervention by Britain), 1826-27",200,1826,1,Portugal
War for Bleeding Kansas,"United States (Kansas), 1855-60",200,1855,5,United_States
,"Syria-Jordan, 1970",200,1970,0,Syria
,"Spain-Indians (northwest Colombia), 1514",150,1514,0,Spain
First Spanish Civil War in Peru,"Spanish Peru, 1537-38",150,1537,1,Spanish Peru
,"Russia-China (Amur), 1658",150,1658,0,Russia
,"Britain-Sri Lanka (Kandy), 1802-04",150,1802,2,United_Kingdom
,"Adansi-Ashanti (Ghana), 1886",150,1886,0,Adansi
,"China-Tartars (Gansu), 1435-36",140,1435,1,China
,"China (peasants in Shanxi), 1416",135,1416,0,China
,"Italy-Ethiopia (Ualual), 1934",130,1934,0,Italy
,"China-Tartars (Shanxi), 1457",120,1457,0,China
,"China-Tartars (Shanxi), 1481",120,1481,0,China
,"Soviet Union, 1934",118,1934,0,Soviet Union
,"Japan (Kamagura bakufu vs governors (Kanto), 1416-17",100,1416,1,Japan
,"China-Japanese pirates, 1439",100,1439,0,China
,"China-Japanese pirates (Zhejiang), 1442",100,1442,0,China
,"China-Tartars (Gansu, Shenxi), 1470",100,1470,0,China
,"Spain-Cuarecuans (Panama), 1513",100,1513,0,Spain
,"China (Shanxi, Hebei, Shenxi, Liaoning, Mongolia), 1545-6",100,1545,1,China
Pitauds' revolt,"France (Bordelais), 1548",100,1548,0,France
,"China (Guangdong), 1561-63",100,1561,2,China
,"China (Sichuan, Guizhou), 1561-62",100,1561,1,China
,"France-Merina (Madagascar), 1829",100,1829,0,France
,"Italy (revolts in Modena, Parma and Papal States suppressed by Austria), 1831-34",100,1831,3,Italy
,"(Austria-Hungary)-Montenegro, 1838",100,1838,0,(Austria-Hungary)
,"France, England-Madagascar, 1845-46",100,1845,1,France
,"France-Cochin China (Southern Vietnam), 1847",100,1847,0,France
,"Bondelswarts Hottentots-Britain (Namibia), 1924",100,1924,0,Bondelswarts Hottentots
Berlin Crisis,"East Germany, 1948-49",100,1948,1,East_Germany
,"India-Portugal (Goa), 1961",100,1961,0,India
,"Indonesia-Netherlands (West Irian), 1962",100,1962,0,Indonesia
Zanzibar rebellion,"Tanzania (Zanzibar) (with British intervention), 1964",100,1964,0,Tanzania
,"Uganda (with British intervention), 1964",100,1964,0,Uganda
,"Kenya (with British intervention), 1964",100,1964,0,Kenya
,"Portugal-Ndongo (Angola), 1618",94,1618,0,Portugal
,"India (Jammu and Kashmir), 1998-",93,1998,,India
,"China (Shanxi), 1533-34",89,1533,1,China
,"Muscovy (Novgorod)-Ugrians, 1446",80,1446,0,Muscovy
,"Spain-Caribs (Puerto Rico), 1511",80,1511,0,Spain
,"France-Korea, 1866",80,1866,0,France
,"Spain-Indians (Venezuela), 1502",79,1502,0,Spain
,"China (Gansu), 1517",79,1517,0,China
,"Britain-Sierra Leone, 1855",77,1855,0,United_Kingdom
,"Britain-Sierra Leone (Maligia), 1855",77,1855,0,United_Kingdom
,"Spain-Indians (Turbaco, Columbia), 1509",70,1509,0,Spain
,"China-Tartars (Ningxia), 1529",70,1529,0,China
,"Russia-Yukagirs, Koraks (Kamchatka), 1714",70,1714,0,Russia
,"Hottentots-Portugal (South Africa), 1510",65,1510,0,Hottentots
,"China (Gansu, Hebei), 1511",64,1511,0,China
,"China (Guizhou), 1513",60,1513,0,China
,"China (Gansu), 1569",60,1569,0,China
,"Belgium-Belgian Congo (Luluabourg), 1941",60,1941,0,Belgium
,"India-Pakistan, 1998",60,1998,0,India
,"China (Hebei), 1517",52,1517,0,China
,"France, 1934-36",50,1934,2,France
Fourth Spanish Civil War in Peru,"Spain (separatist movement in Peru), 1548",46,1548,0,Spain
,"India, 1999",44,1999,0,India
,"Nigeria (Brass)-Britain, 1895",43,1895,0,Nigeria
,"Russia-Buryats (central Siberia), 1631",40,1631,0,Russia
,"US (race riots), 1919",38,1919,0,United_States
,"China (rebellion in Fujian), 1478",36,1478,0,China
,"Spain-Arawaks (Haiti), 1493",36,1493,0,Spain
,"China-Portugal (Guangdong), 1523",35,1523,0,China
,"Japan (Shogun, governor-Mochiuji) (Gunma ken), 1438-39",32,1438,1,Japan
,"China (Shenxi, Hebei), 1543",32,1543,0,China
,"Panama (anti-US riots), 1964",32,1964,0,Panama
,"England (Henry IV vs Richard II), 1400",,1400,0,England
,"England-Scotland, 1400-02",,1400,2,England
,"Mongols (Timur)-Georgia, 1400",,1400,0,Mongols
,"Mongols (Timur)-Turkey, 1400",,1400,0,Mongols
,"Mongols (Timur)-Egypt, Syria (Burji Mamluks), 1400-01",,1400,1,Mongols
,"Emperor (Rupert)-Milan, 1401-2",,1401,1,Emperor Rupert
,"Hungary, 1401",,1401,0,Hungary
,"Russia-Lithuania, 1401-04",,1401,3,Russia
,"Mongols-Iraq (revolt in Baghdad), 1401",,1401,0,Mongols
,"Arakon-Ava (Burma), 1401-10",,1401,9,Arakon
,"Pegu-Ava (Burma), 1401",,1401,0,Pegu
,"Mujapahit (India, civil war), 1401-06",,1401,5,Mujapahit
,"China-Japanese pirates (Zhejiang), 1401",,1401,0,China
,"Korea (coup), 1401",,1401,0,Korea
,"Mongols (Timur)-Turkey (Ottomans), 1402",,1402,0,Mongols
,"Mongols (Timur)-Rhodes (Knights of) (Smyrna), 1402",,1402,0,Mongols
,"Milan (succession, with intervention by Venice), 1402-12",,1402,10,Milan
,"Spain-Canary Islands, 1402-22",,1402,20,Spain
,"Naples-Hungary, 1402-3",,1402,1,Naples
,"Turkey-India (Turco?), 1402",,1402,0,Turkey
,"Venice-Genoa, 1403",,1403,0,Venice
,"Appenzell, Swiss Confederation-Abbey of St. Gall, Austria, Germany, 1403-11",,1403,8,Appenzell
,"Swiss Confederation-Savoy, 1403-16",,1403,13,Swiss Confederation
,"France (Jews), 1403",,1403,0,France
Ottoman Civil War,"Turkey, 1403-13",,1403,10,Turkey
,"Mongols (Timur)-Georgia, 1403",,1403,0,Mongols
,"China-Tartars (Liaoning), 1403",,1403,0,China
,"China (Jiangxi), 1403",,1403,0,China
,"Venice-Padua, Verona, Vicenze, 1404-05",,1404,1,Venice
,"Swiss Confederation-Austria, 1404-08",,1404,4,Swiss Confederation
,"Denmark-Holstein, Hanse towns (from 1426), 1404-35",,1404,31,Denmark
,"France-Marinid Caliphate?(Morocco), 1404-05",,1404,1,France
,"Ava-Arakan, 1404",,1404,0,Ava
,"Lithuania-Russia, 1405",,1405,0,Lithuania
,"Hungary (Sigismund)-Bosnia (Waldenses), 1405",,1405,0,Hungary
,"Naples-pope, Anjou, Florence, Siena, emperor, 1405-12",,1405,7,Naples
,"Spain-Western Sahara (Cape Bogador), 1405",,1405,0,Spain
,"China-Annam (Vietnam), 1405-28",,1405,23,China
,"China (Yunnan), 1405",,1405,0,China
,"Hungary (Sigismund)-Bosnia, 1406-09",,1406,3,Hungary
,"Castile-Granada, 1406-10",,1406,4,Castile
,"Florence-Pisa, 1406",,1406,0,Florence
,"France-England (Normandy), 1406",,1406,0,France
,"Pegu-Ava (Burma), 1406-10",,1406,4,Pegu
,"Ava-Shan (Burma), 1406",,1406,0,Ava
,"Bahmanis-Vijayanagar (India), 1406",,1406,0,Bahmanis
,"China (Henan), 1406",,1406,0,China
,"China (Yunnan), 1406-07",,1406,1,China
,"China-Japanese pirates (Liaoning), 1406",,1406,0,China
,"Naples (succession), 1407-12",,1407,5,Naples
,"Holland, 1407-27",,1407,20,Netherlands
,"Hungary (Sigismund)-Bosnia (Waldenses), 1407",,1407,0,Hungary
,"Ava-Mon (Burma), 1407-12",,1407,5,Ava
,"Tartars-Muscovy, 1408",,1408,0,Tartars
,"Moguls-Novgorod, 1408",,1408,0,Moguls
,"Timurids (revolt in Kirman) (Iran), 1408-13",,1408,5,Kirman
,"Uzbekistan (coup in Samarkand), 1408",,1408,0,Uzbekistan
,"Maw Shan-Ava (with Chinese intervention) (Burma), 1408-12",,1408,4,Maw Shan
,"China (Yunnan), 1408-09",,1408,1,China
,"France (Genoa), 1409",,1409,0,Genoa
,"Aragon (Catalonia), 1409-13",,1409,4,Aragon
,"Hungary (Sigismund)-Venice, 1409",,1409,0,Hungary
,"Norway, Sweden, Denmark-Holstein, Hanseatic League, 1409-35",,1409,26,Norway
,"China-Japanese pirates (Zhejiang), 1409",,1409,0,China
,"China-Japanese pirates (Guangdong), 1409",,1409,0,China
,"Aragon (Spain), 1410",,1410,0,Aragon
,"Sicily (succession), 1410-12",,1410,2,Sicily
,"Hafsids-Zayyanids (Algeria), 1410",,1410,0,Hafsids
,"Mongols-China (Yellow River), 1410",,1410,0,Mongols
,"China (Hui in Gansu), 1410",,1410,0,China
,"China (Hunan), 1410",,1410,0,China
,"China-Japanese pirates (Fujian), 1410",,1410,0,China
,"Emperor (Sigismund)-Venice, 1411-12",,1411,1,Emperor Sigismund
Armagnac-Burgundian Civil War,"France (with intervention by England), 1411-13",,1411,2,France
,"China (Guizhou), 1411-14",,1411,3,China
,"China (Xilan), 1411",,1411,0,China
,"China-Rayigama (West Ceylon), 1411",,1411,0,China
,"China-Japanese pirates (Guangzhou), 1411",,1411,0,China
,"China-Japanese pirates (Zhejiang), 1411",,1411,0,China
,"Milan-Lombard cities, Genoa, 1412-20",,1412,8,Milan
,"Brandenburg, 1412-25",,1412,3,Brandenburg
,"England-France (Normandy, Bordeaux), 1412",,1412,0,England
,"China (Gansu), 1412-13",,1412,1,China
Cabochian Revolt,"France (Paris), 1413-14",,1413,1,France
Lollard rebellion,"England, 1413",,1413,0,England
,"Naples-Pope, 1413-14",,1413,1,Naples
,"Turkey-Wallachia, Bosnia, Hungary, Venice, Serbia, 1413-21",,1413,8,Turkey
,"China-Japan (Zhejiang), 1413",,1413,0,China
,"China (Miao in Guizhou, Sichuan, Hube), 1413",,1413,0,China
,"Spain (Jews), 1414",,1414,0,Spain
,"Ethiopia-Zaila (Somaliland), 1414-15",,1414,1,Ethiopia
,"Delhi-northern India, 1414-21",,1414,7,Delhi
,"Punjab (Mongols)-India, 1414",,1414,0,Punjab
,"Ava-Pegu (Burma), 1414",,1414,0,Ava
,"China-Ava, 1414",,1414,0,China
,"China-Indonesia, 1414",,1414,0,China
,"China (Sichuan), 1414",,1414,0,China
,"France (Burgundy), 1415-35",,1415,20,France
,"Emperor, Swiss Confederation-Austria (Aargau), 1415",,1415,0,Emperor
,"Moors (revolt in Mahgreb), 1415",,1415,0,Mahgreb
,"Ethiopia-Ifat (Djibouti), 1415",,1415,0,Ethiopia
,"Portugal-Marinid Caliphate?(Ceuta), 1415",,1415,0,Portugal
,"China (Guangxi), 1415",,1415,0,China
,"Tartars-Muscovy, 1416",,1416,0,Tartars
,"Venice-Turkey, 1416",,1416,0,Venice
,"China (Yunan), 1417",,1417,0,China
,"Burgundy (civil disturbance), 1418",,1418,0,Burgundy
,"Portugal-Madeira, 1418",,1418,0,Portugal
,"China-Japanese pirates (Zhejing), 1418",,1414,4,China
,"China (Yunnan and Lao), 1418-27",,1418,9,China
,"Sweden, Norway-Muscovy (Novgorod), 1419",,1419,0,Sweden
,"Emperor (Sigismund)-Venice, 1419-31",,1419,12,Emperor Sigismund
,"Pope-Papal States, 1420-26",,1420,6,Pope
,"Genoa-Aragon, 1420",,1420,0,Genoa
,"Naples (succession, Anjou and Aragon), 1420-24",,1420,4,Naples
,"Bahmanis-Vijayanagar (India), 1420",,1420,0,Bahmanis
,"Shiban Khanate-Siber Khanate (Uzbekistan), 1420",,1420,0,Shiban Khanate
,"China (peasants in Shandong), 1420",,1420,0,China
,"Genoa-Milan, 1421",,1421,0,Genoa
,"Turkey (succession), 1421",,1421,0,Turkey
,"China (Guangxi), 1421",,1421,0,China
Siege of Constantinople,"Turkey-Byzantium, 1422",,1422,0,Turkey
,"Swiss Confederation-Milan, 1422-26",,1422,4,Swiss Confederation
,"Ethiopia-Ifat (Djibouti), 1422",,1422,0,Ethiopia
,"China-Tartars (Inner Mongolia, Shanxi, Hebei), 1422-23",,1422,1,China
,"China-Japanese pirates (Zhejiang), 1422",,1422,0,China
,"Milan-Florence, Venice (from 1425), 1423-26",,1423,3,Milan
Bohemian Civil War,"Bohemia, 1423-24",,1423,1,Bohemia
,"Egypt-Cyprus, 1424-26",,1424,2,Egypt
,"Ifat-Jedaya (Djibouti), 1424",,1424,0,Ifat
,"China-Tartars (Inner Mongolia), 1424",,1424,0,China
,"China (Guangxi), 1424",,1424,0,China
,"Portugal-Canary Islands, 1425",,1425,0,Portugal
,"Muscovy (succession), 1425-40",,1425,15,Muscovy
,"Turkey, 1425",,1425,0,Turkey
,"Burmese-Ava, 1426",,1426,0,Burmese
,"China (Shangdong), 1426",,1426,0,China
,"Milan-Florence, Venice, 1427-28",,1427,1,Milan
,"China (Songpan in Sichuan), 1427-28",,1427,1,China
,"China-Tartars (Inner Mongolia), 1427",,1427,0,China
,"Ethiopia-Sidama (Ethiopia?), 1428",,1428,0,Ethiopia
,"Turkey-Serbia, Greece,  Hungary, 1429-40",,1429,11,Turkey
,"China-Tartars (Inner Mongolia, Hebei), 1429",,1429,0,China
,"Turkey-Venice, 1430",,1430,0,Turkey
,"Liege (with intervention by Burgundy), 1430",,1430,0,Liege
,"Castile-Granada (Moors), 1430-31",,1430,1,Castile
,"Florence, Venice-Lucca, Milan, 1430-33",,1430,3,Florence
,"Arakan, Ganesas-Ava (Burma), 1430",,1430,0,Arakan
Battle of Liaodong,"China (Liaodong), 1430",,1430,0,China
,"China (Qinghai), 1430",,1430,0,China
,"Turkey-Albania, Kraina, Wallachia, 1431",,1431,0,Turkey
,"Anjou-Lorraine, 1431",,1431,0,Anjou
,"Poland-Lithuanian Russia (Volynia), 1431",,1431,0,Poland
,"India-Cambodia, 1431",,1431,0,India
,"Lithuanian Russia, 1433-39",,1433,6,Lithuanian Russia
,"Galicia-Muscovy, 1433-52",,1433,19,Galicia
,"Egypt-Syria, 1433",,1433,0,Egypt
,"Tuaregs-Songhai (Timbuktu in Mali), 1433",,1433,0,Tuaregs
,"China (Guangxi, Sichuan), 1433-35",,1433,2,China
Battle of Liaozhou,"China-Tartars (Gansu), 1433",,1433,0,China
,"Milan, emperor-Florence, Venice, pope, 1434-41",,1434,7,Milan
,"Denmark (peasants in Sweden and Norway), 1434-39",,1434,5,Denmark
,"Portugal-Marinid Caliphate?(Morocco, Cape Bojador?), 1434",,1434,0,Portugal
,"Ethiopia-Adal (Somaliland), 1434",,1434,0,Ethiopia
,"China (peasants in Jiangxi), 1434-35",,1434,1,China
,"Naples (succession, Anjou and Aragon, with intervention by Genoa and pope), 1435-42",,1435,7,Naples
